Customer ID,Recency,Frequency,Monetary,Churned,Frequency_log,Monetary_log,Cluster,Segment
12514.0,267,2,1597.76,1,1.0986122886681098,7.3769836077601205,2,Occasional
12515.0,353,1,383.7,1,0.6931471805599453,5.95246380975825,1,Dormant
12516.0,78,4,2648.62,0,1.6094379124341003,7.882171512471631,2,Occasional
12517.0,28,6,2464.89,0,1.9459101490553132,7.810308076078937,0,VIP
12518.0,1,5,2056.89,0,1.791759469228055,7.629436465014086,2,Occasional
12519.0,64,3,695.19,0,1.3862943611198906,6.545622611585585,2,Occasional
12520.0,79,6,2582.51,0,1.9459101490553132,7.856904218437767,0,VIP
12521.0,143,1,599.68,1,0.6931471805599453,6.39806234681208,2,Occasional
12522.0,39,2,192.72,0,1.0986122886681098,5.266413817535028,2,Occasional
12523.0,2,30,4220.85,0,3.4339872044851463,8.348028699591431,0,VIP
12524.0,9,18,11091.36,0,2.9444389791664403,9.314011862033007,0,VIP
12525.0,491,8,835.1800000000001,1,2.1972245773362196,6.7288439009133985,1,Dormant
12526.0,1,3,1316.66,0,1.3862943611198906,7.183612715167257,2,Occasional
12527.0,82,5,735.51,0,1.791759469228055,6.601922813543027,2,Occasional
12528.0,9,8,1922.28,0,2.1972245773362196,7.561787340813513,0,VIP
12529.0,523,2,311.78000000000003,1,1.0986122886681098,5.745500068008069,1,Dormant
12530.0,60,12,3689.86,0,2.5649493574615367,8.21361477221039,0,VIP
12531.0,15,3,1899.05,0,1.3862943611198906,7.549635480597751,2,Occasional
12532.0,30,1,349.83000000000004,0,0.6931471805599453,5.860301775655642,2,Occasional
12533.0,619,6,1149.99,1,1.9459101490553132,7.048377720586834,1,Dormant
12534.0,131,1,1089.18,1,0.6931471805599453,6.9940980992041535,2,Occasional
12535.0,92,2,716.35,1,1.0986122886681098,6.575563866544399,2,Occasional
12536.0,8,5,4106.82,0,1.791759469228055,8.320647753145908,0,VIP
12537.0,409,1,732.94,1,0.6931471805599453,6.598427281404094,1,Dormant
12538.0,29,2,640.45,0,1.0986122886681098,6.463731238695349,2,Occasional
12539.0,22,8,9498.9,0,2.1972245773362196,9.15903655121744,0,VIP
12540.0,20,36,22107.29,0,3.6109179126442243,10.003707930290679,0,VIP
12541.0,30,3,981.18,0,1.3862943611198906,6.889774590946187,2,Occasional
12542.0,484,4,423.38,1,1.6094379124341003,6.050629280275953,1,Dormant
12543.0,448,1,980.25,1,0.6931471805599453,6.888827269096618,1,Dormant
12544.0,30,2,355.7,0,1.0986122886681098,5.876895092364846,2,Occasional
12545.0,75,2,1000.39,0,1.0986122886681098,6.9091443138264115,2,Occasional
12546.0,47,3,1141.5,0,1.3862943611198906,7.040974122768359,2,Occasional
12547.0,198,3,383.58,1,1.3862943611198906,5.952151829722441,2,Occasional
12548.0,166,1,95.2,1,0.6931471805599453,4.566429357671661,2,Occasional
12549.0,576,6,1575.68,1,1.9459101490553132,7.363076649441731,1,Dormant
12550.0,79,1,964.83,0,0.6931471805599453,6.872987835288763,2,Occasional
12551.0,358,1,168.0,1,0.6931471805599453,5.1298987149230735,1,Dormant
12552.0,39,2,437.82,0,1.0986122886681098,6.084089306213804,2,Occasional
12553.0,8,17,4548.82,0,2.8903717578961645,8.4228429507229,0,VIP
12554.0,449,1,468.5,1,0.6931471805599453,6.1516682986483175,1,Dormant
12555.0,682,1,129.23,1,0.6931471805599453,4.869302117979612,1,Dormant
12556.0,50,2,603.71,0,1.0986122886681098,6.404749004268278,2,Occasional
12557.0,16,8,18716.14,0,2.1972245773362196,9.837194960582092,0,VIP
12558.0,2,2,1.0658141036401504e-14,0,1.0986122886681098,1.0658141036401448e-14,3,At Risk
12559.0,311,3,536.21,1,1.3862943611198906,6.286389079516778,1,Dormant
12560.0,5,4,2101.39,0,1.6094379124341003,7.650830071810182,2,Occasional
12561.0,303,1,238.85,1,0.6931471805599453,5.480013727948073,1,Dormant
12562.0,8,9,4966.92,0,2.302585092994046,8.510756520424078,0,VIP
12563.0,409,1,249.24,1,0.6931471805599453,5.522420457356946,1,Dormant
12564.0,261,1,456.9,1,0.6931471805599453,6.12665081966305,1,Dormant
12565.0,282,2,131.17,1,1.0986122886681098,4.884088972769716,1,Dormant
12566.0,73,2,346.7,0,1.0986122886681098,5.851340039013816,2,Occasional
12567.0,23,17,13393.82,0,2.8903717578961645,9.502623344038476,0,VIP
12568.0,645,1,70.0,1,0.6931471805599453,4.2626798770413155,1,Dormant
12569.0,2,35,4064.99,0,3.58351893845611,8.31041253476569,0,VIP
12570.0,682,1,77.52,1,0.6931471805599453,4.3633533694082605,1,Dormant
12571.0,40,2,519.61,0,1.0986122886681098,6.255001200981438,2,Occasional
12572.0,9,3,1004.72,0,1.3862943611198906,6.913458981898815,2,Occasional
12573.0,227,5,717.41,1,1.791759469228055,6.577040436712936,2,Occasional
12574.0,316,1,218.45,1,0.6931471805599453,5.391124416134243,1,Dormant
12575.0,457,2,622.8199999999999,1,1.0986122886681098,6.435861865217934,1,Dormant
12576.0,36,11,2083.87,0,2.4849066497880004,7.642461782169148,0,VIP
12577.0,35,9,1591.35,0,2.302585092994046,7.372966191487255,0,VIP
12578.0,21,7,4572.45,0,2.0794415416798357,8.428023122490469,0,VIP
12579.0,73,3,410.72,0,1.3862943611198906,6.020343506658358,2,Occasional
12580.0,247,2,1052.9,1,1.0986122886681098,6.960252847939891,2,Occasional
12581.0,40,1,197.71,0,0.6931471805599453,5.291846475417725,2,Occasional
12582.0,239,4,1980.4,1,1.6094379124341003,7.59155894453893,2,Occasional
12583.0,3,31,14344.9,0,3.4657359027997265,9.57121946607795,0,VIP
12584.0,4,18,1893.95,0,2.9444389791664403,7.546947731944156,0,VIP
12585.0,234,4,1982.81,1,1.6094379124341003,7.592774517129917,2,Occasional
12586.0,17,5,2028.67,0,1.791759469228055,7.615628497244913,2,Occasional
12587.0,8,1,144.0,0,0.6931471805599453,4.976733742420574,2,Occasional
12588.0,39,5,938.98,0,1.791759469228055,6.845858598441955,2,Occasional
12589.0,29,11,3094.17,0,2.4849066497880004,8.037598110912347,0,VIP
12590.0,190,5,9853.48,1,1.791759469228055,9.195681453100834,0,VIP
12591.0,317,3,1352.15,1,1.3862943611198906,7.210190486770758,1,Dormant
12592.0,92,8,1152.62,1,2.1972245773362196,7.0506601034123,0,VIP
12593.0,109,3,418.1,1,1.3862943611198906,6.038109554931026,2,Occasional
12594.0,38,17,5044.51,0,2.8903717578961645,8.526254017866746,0,VIP
12595.0,505,1,299.02,1,0.6931471805599453,5.703849139100744,1,Dormant
12596.0,51,2,618.27,0,1.0986122886681098,6.428541364981557,2,Occasional
12597.0,19,5,3683.13,0,1.791759469228055,8.211789684483328,0,VIP
12598.0,10,15,4414.67,0,2.772588722239781,8.392914856903767,0,VIP
12599.0,29,13,2296.72,0,2.6390573296152584,7.739672605902305,0,VIP
12600.0,29,26,4955.79,0,3.295836866004329,8.508513632789914,0,VIP
12601.0,190,7,673.76,1,2.0794415416798357,6.5143570720921105,2,Occasional
12602.0,59,1,153.12,0,0.6931471805599453,5.037731519757957,2,Occasional
12603.0,22,1,739.1999999999999,0,0.6931471805599453,6.606920419952056,2,Occasional
12604.0,79,2,254.18,0,1.0986122886681098,5.541969178493598,2,Occasional
12605.0,365,5,1217.95,1,1.791759469228055,7.105745111412807,1,Dormant
12606.0,682,1,21.0,1,0.6931471805599453,3.091042453358316,3,At Risk
12607.0,58,2,3.552713678800501e-15,0,1.0986122886681098,3.5527136788004946e-15,3,At Risk
12608.0,405,1,415.79,1,0.6931471805599453,6.03258249782888,1,Dormant
12609.0,78,10,3417.86,0,2.3978952727983707,8.137062441155413,0,VIP
12610.0,23,7,2057.99,0,2.0794415416798357,7.629970850289429,0,VIP
12611.0,52,1,1193.32,0,0.6931471805599453,7.085332264745334,2,Occasional
12612.0,58,2,643.59,0,1.0986122886681098,6.46861445576426,2,Occasional
12613.0,31,13,6591.52,0,2.6390573296152584,8.793690951973314,0,VIP
12614.0,278,1,315.6,1,0.6931471805599453,5.757639147446912,1,Dormant
12615.0,2,11,5564.88,0,2.4849066497880004,8.624410382385229,0,VIP
12616.0,85,7,1045.35,0,2.0794415416798357,6.953063196686679,2,Occasional
12617.0,29,1,355.53,0,0.6931471805599453,5.876418387786464,2,Occasional
12618.0,22,1,177.31,0,0.6931471805599453,5.183523608545955,2,Occasional
12619.0,16,14,3354.95,0,2.70805020110221,8.118490168787195,0,VIP
12620.0,15,3,1339.41,0,1.3862943611198906,7.20073081629489,2,Occasional
12621.0,2,44,24579.31,0,3.8066624897703196,10.109700994920074,0,VIP
12622.0,232,1,180.1,1,0.6931471805599453,5.199049364889368,2,Occasional
12623.0,276,9,3639.84,1,2.302585092994046,8.199969703238432,0,VIP
12624.0,106,2,641.13,1,1.0986122886681098,6.464790775403018,2,Occasional
12625.0,212,5,5095.38,1,1.791759469228055,8.536285762760777,0,VIP
12626.0,23,13,6388.35,0,2.6390573296152584,8.762387820757855,0,VIP
12627.0,11,7,4478.53,0,2.0794415416798357,8.407273409191232,0,VIP
12628.0,4,4,769.61,0,1.6094379124341003,6.647182409008974,2,Occasional
12629.0,386,2,1558.22,1,1.0986122886681098,7.3519409752019005,1,Dormant
12630.0,10,2,1270.88,0,1.0986122886681098,7.1482513998271635,2,Occasional
12631.0,57,7,3452.27,0,2.0794415416798357,8.147076887208849,0,VIP
12632.0,521,4,738.88,1,1.6094379124341003,6.606488010886348,1,Dormant
12633.0,59,10,5595.21,0,2.3978952727983707,8.62984486188612,0,VIP
12634.0,536,2,490.0,1,1.0986122886681098,6.19644412779452,1,Dormant
12635.0,90,4,2930.41,0,1.6094379124341003,7.983238814926674,2,Occasional
12636.0,739,1,141.0,1,0.6931471805599453,4.955827057601261,1,Dormant
12637.0,67,14,8271.66,0,2.70805020110221,9.02071138079942,0,VIP
12638.0,33,2,921.49,0,1.0986122886681098,6.827076535747527,2,Occasional
12639.0,239,3,1312.37,1,1.3862943611198906,7.180351632015873,2,Occasional
12640.0,24,3,1174.58,0,1.3862943611198906,7.06951692181073,2,Occasional
12641.0,115,1,185.9,1,0.6931471805599453,5.230573714461517,2,Occasional
12642.0,25,3,1013.26,0,1.3862943611198906,6.9219145615400475,2,Occasional
12643.0,128,14,7880.9,1,2.70805020110221,8.972324270539222,0,VIP
12644.0,130,6,1815.54,1,1.9459101490553132,7.504688871787653,2,Occasional
12645.0,34,10,3499.1,0,2.3978952727983707,8.16054681849792,0,VIP
12646.0,5,2,1346.97,0,1.0986122886681098,7.206355036031724,2,Occasional
12647.0,22,45,17682.79,0,3.828641396489095,9.780403679734253,0,VIP
12648.0,155,5,1097.0,1,1.791759469228055,7.001245622069476,2,Occasional
12649.0,107,10,2238.7,1,2.3978952727983707,7.714097207308425,0,VIP
12650.0,3,1,314.44,0,0.6931471805599453,5.753968489569372,2,Occasional
12651.0,335,5,365.3,1,1.791759469228055,5.903452669784769,1,Dormant
12652.0,322,3,1011.58,1,1.3862943611198906,6.920256808205062,1,Dormant
12653.0,149,3,4160.83,1,1.3862943611198906,8.333710160372133,2,Occasional
12654.0,11,5,601.98,0,1.791759469228055,6.401884028681278,2,Occasional
12655.0,424,1,261.35,1,0.6931471805599453,5.569679490132721,1,Dormant
12656.0,17,12,6320.78,0,2.5649493574615367,8.751756093055855,0,VIP
12657.0,11,5,1152.06,0,1.791759469228055,7.050174557076439,2,Occasional
12658.0,19,1,686.05,0,0.6931471805599453,6.532407069777784,2,Occasional
12659.0,30,1,91.68,0,0.6931471805599453,4.529152699564175,2,Occasional
12660.0,11,1,245.1,0,0.6931471805599453,5.50573795739701,2,Occasional
12661.0,436,1,162.0,1,0.6931471805599453,5.093750200806762,1,Dormant
12662.0,1,22,6949.17,0,3.1354942159291497,8.84652139869134,0,VIP
12663.0,625,3,204.0,1,1.3862943611198906,5.3230099791384085,1,Dormant
12664.0,8,12,6052.04,0,2.5649493574615367,8.70831590416326,0,VIP
12665.0,325,5,301.45,1,1.791759469228055,5.711915974552923,1,Dormant
12666.0,359,2,1020.98,1,1.0986122886681098,6.929497201100541,1,Dormant
12667.0,58,1,620.13,0,0.6931471805599453,6.431540399799522,2,Occasional
12668.0,7,12,11380.71,0,2.5649493574615367,9.339762960012262,0,VIP
12669.0,151,4,1607.73,1,1.6094379124341003,7.383200326820626,2,Occasional
12670.0,10,8,3750.39,0,2.1972245773362196,8.229881716951205,0,VIP
12671.0,606,1,2622.481,1,0.6931471805599453,7.872257340866884,1,Dormant
12672.0,330,3,410.5,1,1.3862943611198906,6.019809020117124,1,Dormant
12673.0,5,3,1230.02,0,1.3862943611198906,7.115598373006169,2,Occasional
12674.0,12,7,1919.31,0,2.0794415416798357,7.5602419103221665,0,VIP
12675.0,554,4,934.8,1,1.6094379124341003,6.8414017784321155,1,Dormant
12676.0,25,12,2773.09,0,2.5649493574615367,7.928078044472486,0,VIP
12677.0,555,3,389.3,1,1.3862943611198906,5.966915674186569,1,Dormant
12678.0,42,23,33851.13,0,3.1780538303479458,10.429757201028398,0,VIP
12679.0,52,9,1058.67,0,2.302585092994046,6.9657128178810295,0,VIP
12680.0,1,4,880.81,0,1.6094379124341003,6.781976613299544,2,Occasional
12681.0,15,56,30551.76,0,4.04305126783455,10.32721030421785,0,VIP
12682.0,4,53,23945.81,0,3.9889840465642745,10.083590399813444,0,VIP
12683.0,4,27,12418.6,0,3.332204510175204,9.427031148849679,0,VIP
12684.0,8,7,2283.63,0,2.0794415416798357,7.733959364615189,0,VIP
12685.0,28,6,2863.08,0,1.9459101490553132,7.960002460651312,0,VIP
12686.0,372,1,178.28,1,0.6931471805599453,5.188948829492672,1,Dormant
12687.0,481,2,2138.91,1,1.0986122886681098,7.668519051056749,1,Dormant
12688.0,114,1,4873.81,1,0.6931471805599453,8.491836408313453,2,Occasional
12689.0,26,2,1247.61,0,1.0986122886681098,7.1297862115656185,2,Occasional
12690.0,206,1,389.01,1,0.6931471805599453,5.966172379820607,2,Occasional
12691.0,28,7,1170.4,0,2.0794415416798357,7.065954893655682,2,Occasional
12692.0,637,1,110.95,1,0.6931471805599453,4.718052343044764,1,Dormant
12693.0,121,11,1640.42,1,2.4849066497880004,7.4033169998417385,0,VIP
12694.0,70,4,1839.45,0,1.6094379124341003,7.517765385919225,2,Occasional
12695.0,7,7,1407.12,0,2.0794415416798357,7.2500107603590775,0,VIP
12696.0,435,3,801.15,1,1.3862943611198906,6.687295622797085,1,Dormant
12697.0,21,5,939.02,0,1.791759469228055,6.84590115163345,2,Occasional
12698.0,590,1,339.75,1,0.6931471805599453,5.831149070576642,1,Dormant
